#HEADER
Analysis
Version,2.0.11,1.04
Filename,myNewSyntheticData.txt
MethodName,Pb 4-5-6-7-8 Daly 10-5-5-5-2 sec.TIMSAM
MethodPath,/TIMSLAB/SyntheticData/methodFiles
IsoWorksMethod,This is synetic data from the TIMSLAB repository
FolderPath,/TIMSLAB/SyntheticData/syndata
Corrected,Yes
BChannels,No
TimeZero,23 March 2023 01:22:04.165

#COLLECTORS
Name,Type,Resistor,Gain,Efficiency,DT
PM,PM,1e+11,1.000000000,1.000000000,30.2000
RS,EM,1e+11,1.000000000,1.000000000,0.0000
L5,F,1e+12,1.000000000,1.000000000,0.0000
L4,F,1e+12,1.000000000,1.000000000,0.0000
L3,F,1e+12,1.000000000,1.000000000,0.0000
L2,F,1e+12,1.000000000,1.000000000,0.0000
Ax,F,1e+12,1.000000000,1.000000000,0.0000
H1,F,1e+12,1.000000000,1.000000000,0.0000
H2,F,1e+12,1.000000000,1.000000000,0.0000
H3,F,1e+12,1.000000000,1.000000000,0.0000
H4,F,1e+12,1.000000000,1.000000000,0.0000

#BASELINES
ID,Block,Cycle,Integ,PeakID,AxMass,Time,PM,RS,L5,L4,L3,L2,Ax,H1,H2,H3,H4
BL1, 1, 0, 21, BL1, 203.4730, 154.0000000, 0.000000000000e+00, 0.000000000000e+00, -9.949446842441e-03, -1.979074448603e-02, -9.221172100860e-03, -1.999980315896e-02, -3.012267243038e-02, -1.044537181774e-02, -1.966263428382e-02, -1.039259233248e-02, -2.005716448644e-02
BL1, 1, 0, 22, BL1, 203.4730, 154.1000000, 0.000000000000e+00, 0.000000000000e+00, -1.038219400807e-02, -1.936782447486e-02, -1.040839888620e-02, -2.011091150638e-02, -3.027764196655e-02, -9.731474815110e-03, -2.144358932380e-02, -1.000790290852e-02, -1.975458743159e-02
BL1, 1, 0, 23, BL1, 203.4730, 154.2000000, 0.000000000000e+00, 0.000000000000e+00, -1.037321330469e-02, -1.951204823897e-02, -1.025881550036e-02, -1.997319303040e-02, -2.995133957395e-02, -9.338845490017e-03, -2.020394375785e-02, -1.075550358197e-02, -2.050581100083e-02
BL1, 1, 0, 24, BL1, 203.4730, 154.3000000, 0.000000000000e+00, 0.000000000000e+00, -1.026523557044e-02, -1.966644202363e-02, -1.001839908040e-02, -2.048012436568e-02, -3.034923584640e-02, -9.777212706511e-03, -2.026222639321e-02, -1.064373383342e-02, -2.000418378961e-02
BL1, 1, 0, 25, BL1, 203.4730, 154.4000000, 0.000000000000e+00, 0.000000000000e+00, -1.038033168273e-02, -1.973295716229e-02, -9.861980342823e-03, -2.030228812060e-02, -2.979012051444e-02, -1.044186631900e-02, -1.945387717127e-02, -1.050889324813e-02, -1.987862048447e-02
BL1, 1, 0, 26, BL1, 203.4730, 154.5000000, 0.000000000000e+00, 0.000000000000e+00, -1.053031148956e-02, -1.953996643114e-02, -9.770397364488e-03, -2.018465146475e-02, -3.002488717158e-02, -9.325565246193e-03, -1.958311031606e-02, -9.307971045543e-03, -2.039103218406e-02
BL1, 1, 0, 27, BL1, 203.4730, 154.6000000, 0.000000000000e+00, 0.000000000000e+00, -9.828583348512e-03, -2.035049216514e-02, -1.088258881502e-02, -1.960759015990e-02, -2.983804469776e-02, -1.063613400452e-02, -2.046198027405e-02, -9.907728086088e-03, -1.980699852726e-02
BL1, 1, 0, 28, BL1, 203.4730, 154.7000000, 0.000000000000e+00, 0.000000000000e+00, -9.964702680282e-03, -2.036647425420e-02, -1.060311068268e-02, -1.996031239712e-02, -2.955282673828e-02, -1.082241167678e-02, -1.972743194133e-02, -1.024514807007e-02, -2.018975037141e-02
BL1, 1, 0, 29, BL1, 203.4730, 154.8000000, 0.000000000000e+00, 0.000000000000e+00, -1.057612613146e-02, -1.950145761568e-02, -9.526429807655e-03, -2.058453570114e-02, -2.993691763964e-02, -1.051479053946e-02, -2.020624839726e-02, -1.021383177335e-02, -1.997668968836e-02
BL1, 1, 0, 30, BL1, 203.4730, 154.9000000, 0.000000000000e+00, 0.000000000000e+00, -1.063519838934e-02, -1.967141409960e-02, -9.203130306001e-03, -1.950419129646e-02, -3.007523385792e-02, -9.741021435784e-03, -1.969280017928e-02, -1.034623481178e-02, -2.056144057475e-02
BL1, 1, 0, 31, BL1, 203.4730, 155.0000000, 0.000000000000e+00, 0.000000000000e+00, -9.643290550897e-03, -2.010351151697e-02, -9.673818866589e-03, -2.013345280104e-02, -2.980573759951e-02, -1.021801928524e-02, -2.008665823796e-02, -1.058063451243e-02, -1.996244430138e-02
BL1, 1, 0, 32, BL1, 203.4730, 155.1000000, 0.000000000000e+00, 0.000000000000e+00, -9.911698486195e-03, -2.001663142107e-02, -1.000897026961e-02, -2.042338409482e-02, -3.078593433780e-02, -9.486006512436e-03, -1.994757199687e-02, -1.000813637496e-02, -1.982225908696e-02
BL1, 1, 0, 33, BL1, 203.4730, 155.2000000, 0.000000000000e+00, 0.000000000000e+00, -1.011596563677e-02, -1.957421136207e-02, -1.046189691143e-02, -1.997371960130e-02, -2.986273481139e-02, -8.830874584671e-03, -2.006304330837e-02, -1.009638395413e-02, -2.060637533788e-02
BL1, 1, 0, 34, BL1, 203.4730, 155.3000000, 0.000000000000e+00, 0.000000000000e+00, -9.940504019838e-03, -1.997708924492e-02, -1.014459769462e-02, -2.023503128933e-02, -2.940917537060e-02, -9.442878228336e-03, -2.051832606932e-02, -9.951401352919e-03, -2.000451294594e-02
BL1, 1, 0, 35, BL1, 203.4730, 155.4000000, 0.000000000000e+00, 0.000000000000e+00, -9.850270122925e-03, -1.968685655200e-02, -9.893276472453e-03, -1.961272906173e-02, -3.047514860656e-02, -9.956919114520e-03, -1.985810179299e-02, -9.368879419276e-03, -2.021229500006e-02
BL1, 1, 0, 36, BL1, 203.4730, 155.5000000, 0.000000000000e+00, 0.000000000000e+00, -9.912869250867e-03, -1.950226402348e-02, -9.899614795679e-03, -1.990309199280e-02, -3.015474675711e-02, -1.070260159490e-02, -2.021237767143e-02, -9.979735515087e-03, -2.056954462703e-02
BL1, 1, 0, 37, BL1, 203.4730, 155.6000000, 0.000000000000e+00, 0.000000000000e+00, -9.967384859356e-03, -2.023604702824e-02, -1.022853477942e-02, -2.081992414022e-02, -3.005164317342e-02, -9.657819444546e-03, -1.986892837161e-02, -1.024673777096e-02, -1.978438355498e-02
BL1, 1, 0, 38, BL1, 203.4730, 155.7000000, 0.000000000000e+00, 0.000000000000e+00, -1.024384922461e-02, -1.982325671042e-02, -1.012426489382e-02, -1.999382727334e-02, -3.055597167698e-02, -1.083209813337e-02, -1.996091281087e-02, -9.375481048179e-03, -2.024497600575e-02
BL1, 1, 0, 39, BL1, 203.4730, 155.8000000, 0.000000000000e+00, 0.000000000000e+00, -9.761577888680e-03, -1.952073626368e-02, -1.023302917275e-02, -2.016875925843e-02, -3.007824838562e-02, -1.093842779194e-02, -1.949542006811e-02, -1.000507137331e-02, -2.017551887624e-02
BL1, 1, 0, 40, BL1, 203.4730, 155.9000000, 0.000000000000e+00, 0.000000000000e+00, -9.153143018550e-03, -2.015083763785e-02, -9.852679514442e-03, -1.937453828831e-02, -3.033760087999e-02, -1.019732803177e-02, -1.930508131369e-02, -9.816157684406e-03, -2.025118075632e-02
BL1, 1, 0, 41, BL1, 203.4730, 156.0000000, 0.000000000000e+00, 0.000000000000e+00, -1.048455612921e-02, -2.051934137930e-02, -9.614624062514e-03, -1.976626596987e-02, -3.045243203975e-02, -9.708557783884e-03, -1.892887816111e-02, -1.025690100758e-02, -1.977341512848e-02
BL1, 1, 0, 42, BL1, 203.4730, 156.1000000, 0.000000000000e+00, 0.000000000000e+00, -1.057713920212e-02, -2.026121484118e-02, -9.959832832674e-03, -1.997597847103e-02, -3.005804686944e-02, -9.795453187704e-03, -1.971596597356e-02, -9.887094924632e-03, -2.000826903604e-02
BL1, 1, 0, 43, BL1, 203.4730, 156.2000000, 0.000000000000e+00, 0.000000000000e+00, -8.969174473923e-03, -2.059356520744e-02, -9.801686451695e-03, -2.047293746278e-02, -2.983122702757e-02, -9.658225150740e-03, -2.023700297379e-02, -1.050922603682e-02, -1.959634662539e-02
BL1, 1, 0, 44, BL1, 203.4730, 156.3000000, 0.000000000000e+00, 0.000000000000e+00, -9.585655259852e-03, -1.946911357163e-02, -9.626498057620e-03, -2.037429713100e-02, -3.055812003826e-02, -9.730069945619e-03, -1.901651507595e-02, -1.001308040438e-02, -2.031733196036e-02
BL1, 1, 0, 45, BL1, 203.4730, 156.4000000, 0.000000000000e+00, 0.000000000000e+00, -9.910660254432e-03, -1.979953784937e-02, -9.401337657061e-03, -2.036364048868e-02, -3.032486216841e-02, -9.592871389897e-03, -2.022216482239e-02, -9.586493826000e-03, -1.964651129784e-02
BL1, 1, 0, 46, BL1, 203.4730, 156.5000000, 0.000000000000e+00, 0.000000000000e+00, -9.982451305813e-03, -1.974910693325e-02, -1.084407583198e-02, -2.031750914343e-02, -3.018166851755e-02, -1.043585539721e-02, -1.970913350840e-02, -1.038059325459e-02, -1.938491905625e-02
BL1, 1, 0, 47, BL1, 203.4730, 156.6000000, 0.000000000000e+00, 0.000000000000e+00, -9.745294590951e-03, -2.003261241031e-02, -1.076194972341e-02, -2.018126242315e-02, -2.989757998004e-02, -1.059081333239e-02, -1.920664308417e-02, -1.043977142827e-02, -2.038228189045e-02
BL1, 1, 0, 48, BL1, 203.4730, 156.7000000, 0.000000000000e+00, 0.000000000000e+00, -1.026104392715e-02, -2.016512861170e-02, -9.896369070843e-03, -2.026462617351e-02, -3.053024246485e-02, -9.785095492432e-03, -2.000912458463e-02, -1.038659469634e-02, -1.967477936457e-02
BL1, 1, 0, 49, BL1, 203.4730, 156.8000000, 0.000000000000e+00, 0.000000000000e+00, -9.884592163719e-03, -1.995005048331e-02, -9.570307063510e-03, -1.966289655238e-02, -3.002881709306e-02, -1.018651127293e-02, -2.011927279939e-02, -1.007555089887e-02, -1.990489502066e-02
BL1, 1, 0, 50, BL1, 203.4730, 156.9000000, 0.000000000000e+00, 0.000000000000e+00, -9.407408462349e-03, -1.992935415318e-02, -1.014047918955e-02, -2.008044688202e-02, -3.012033155461e-02, -1.019549046761e-02, -1.913703717007e-02, -1.011496571154e-02, -2.025047818104e-02
BL1, 1, 0, 51, BL1, 203.4730, 157.0000000, 0.000000000000e+00, 0.000000000000e+00, -1.034989675036e-02, -2.023128652878e-02, -1.058194893603e-02, -2.069670395137e-02, -2.990812489648e-02, -9.924234971924e-03, -2.002213804638e-02, -1.046428668291e-02, -2.089254913747e-02
BL1, 1, 0, 52, BL1, 203.4730, 157.1000000, 0.000000000000e+00, 0.000000000000e+00, -9.131207320734e-03, -2.011726226758e-02, -9.726997284213e-03, -2.003990444058e-02, -3.001335610568e-02, -9.237210592288e-03, -1.957322306663e-02, -9.226402929129e-03, -2.058089928014e-02
BL1, 1, 0, 53, BL1, 203.4730, 157.2000000, 0.000000000000e+00, 0.000000000000e+00, -9.535848813469e-03, -1.995523645051e-02, -1.037303488297e-02, -2.012545528925e-02, -2.918379804690e-02, -1.010525068506e-02, -2.045726556692e-02, -9.745664467301e-03, -1.928965942734e-02
BL1, 1, 0, 54, BL1, 203.4730, 157.3000000, 0.000000000000e+00, 0.000000000000e+00, -1.010888387266e-02, -1.965588544193e-02, -1.001678587932e-02, -1.998254500566e-02, -2.983068367487e-02, -9.643479069619e-03, -1.942468740506e-02, -9.954135227065e-03, -2.004210711256e-02
BL1, 1, 0, 55, BL1, 203.4730, 157.4000000, 0.000000000000e+00, 0.000000000000e+00, -9.721546778307e-03, -1.950100969411e-02, -8.796150414479e-03, -1.984775731704e-02, -3.055685417868e-02, -1.020937404562e-02, -1.937955162058e-02, -1.026264902971e-02, -1.973241711418e-02
BL1, 1, 0, 56, BL1, 203.4730, 157.5000000, 0.000000000000e+00, 0.000000000000e+00, -9.433318239270e-03, -1.968078045039e-02, -9.829388884928e-03, -1.987585824943e-02, -2.970437906290e-02, -9.204293409665e-03, -1.980810814554e-02, -9.775076197674e-03, -1.994644281535e-02
BL1, 1, 0, 57, BL1, 203.4730, 157.6000000, 0.000000000000e+00, 0.000000000000e+00, -9.829760514952e-03, -1.982081492146e-02, -9.271213455402e-03, -1.970104115917e-02, -2.969144958327e-02, -1.041832761615e-02, -1.997710585476e-02, -9.893979411013e-03, -1.989705392250e-02
BL1, 1, 0, 58, BL1, 203.4730, 157.7000000, 0.000000000000e+00, 0.000000000000e+00, -9.999838815612e-03, -1.945549069187e-02, -1.032307859546e-02, -1.992237992366e-02, -3.038247668983e-02, -9.133005250875e-03, -2.049201506462e-02, -1.007668189695e-02, -1.959419979992e-02
BL1, 1, 0, 59, BL1, 203.4730, 157.8000000, 0.000000000000e+00, 0.000000000000e+00, -9.844222215381e-03, -2.021742344212e-02, -1.007234883063e-02, -1.998965820333e-02, -2.985191516586e-02, -1.032403364868e-02, -1.953374979230e-02, -1.063455894846e-02, -2.013048381270e-02
BL1, 1, 0, 60, BL1, 203.4730, 157.9000000, 0.000000000000e+00, 0.000000000000e+00, -1.001721272730e-02, -1.996063652630e-02, -8.839882232888e-03, -1.974222965159e-02, -2.976925527823e-02, -9.995743052469e-03, -1.965819332819e-02, -1.038598741168e-02, -2.017919647213e-02
BL1, 1, 0, 61, BL1, 203.4730, 158.0000000, 0.000000000000e+00, 0.000000000000e+00, -9.426101339264e-03, -2.020742905551e-02, -9.405346207508e-03, -1.986907012615e-02, -2.926996465832e-02, -1.047534447481e-02, -2.007458834130e-02, -1.055550298722e-02, -1.985436481823e-02
BL1, 1, 0, 62, BL1, 203.4730, 158.1000000, 0.000000000000e+00, 0.000000000000e+00, -1.038714573410e-02, -2.024907540532e-02, -1.080985218395e-02, -1.945722982036e-02, -3.036822651098e-02, -1.062261420587e-02, -1.947956541534e-02, -1.015617587497e-02, -2.013583475498e-02
BL1, 1, 0, 63, BL1, 203.4730, 158.2000000, 0.000000000000e+00, 0.000000000000e+00, -1.016663066385e-02, -2.010276214356e-02, -9.924940152306e-03, -1.988977556286e-02, -2.948586948722e-02, -9.766840763036e-03, -1.959827364412e-02, -1.003437062673e-02, -1.977944898524e-02
BL1, 1, 0, 64, BL1, 203.4730, 158.3000000, 0.000000000000e+00, 0.000000000000e+00, -9.278405339714e-03, -1.928763266244e-02, -1.006784235444e-02, -1.956630411268e-02, -3.060408106590e-02, -1.044000171436e-02, -1.994604224401e-02, -1.000745374097e-02, -2.035458158049e-02
BL1, 1, 0, 65, BL1, 203.4730, 158.4000000, 0.000000000000e+00, 0.000000000000e+00, -1.030723897110e-02, -1.978621235112e-02, -9.721495554579e-03, -2.052994438773e-02, -2.965343076282e-02, -1.083476755621e-02, -2.008241365269e-02, -1.043031474434e-02, -1.957712054387e-02
BL1, 1, 0, 66, BL1, 203.4730, 158.5000000, 0.000000000000e+00, 0.000000000000e+00, -9.768483925631e-03, -1.985310731184e-02, -9.682299633953e-03, -1.995296579107e-02, -3.021706557338e-02, -1.047408416283e-02, -1.989269920760e-02, -1.062308634252e-02, -2.059552520820e-02
BL1, 1, 0, 67, BL1, 203.4730, 158.6000000, 0.000000000000e+00, 0.000000000000e+00, -1.062494696506e-02, -1.987020774693e-02, -9.776566296662e-03, -1.940239776161e-02, -3.023290492926e-02, -9.854289953062e-03, -2.018833126925e-02, -9.945329623670e-03, -2.002029033358e-02
BL1, 1, 0, 68, BL1, 203.4730, 158.7000000, 0.000000000000e+00, 0.000000000000e+00, -9.844232473461e-03, -1.971392936520e-02, -9.271236243014e-03, -1.945947995219e-02, -2.965687055833e-02, -9.640340572927e-03, -1.997122918283e-02, -8.817212287788e-03, -1.970471972616e-02
BL1, 1, 0, 69, BL1, 203.4730, 158.8000000, 0.000000000000e+00, 0.000000000000e+00, -1.009698141792e-02, -2.014963662318e-02, -1.007228183190e-02, -1.951409006413e-02, -3.069416050474e-02, -1.064423383673e-02, -2.006773913664e-02, -9.309416576695e-03, -2.001121029971e-02
BL1, 1, 0, 70, BL1, 203.4730, 158.9000000, 0.000000000000e+00, 0.000000000000e+00, -9.688869088056e-03, -2.021421744221e-02, -9.958962728197e-03, -1.941310630537e-02, -2.982426473512e-02, -1.037993615021e-02, -2.022355509577e-02, -9.372620763423e-03, -2.002931393916e-02
BL1, 1, 0, 71, BL1, 203.4730, 159.0000000, 0.000000000000e+00, 0.000000000000e+00, -1.012977874835e-02, -2.000301779860e-02, -9.920093157489e-03, -2.014216624172e-02, -2.984033319617e-02, -9.907214797395e-03, -1.969742093275e-02, -9.983619690849e-03, -2.001117074339e-02
BL1, 1, 0, 72, BL1, 203.4730, 159.1000000, 0.000000000000e+00, 0.000000000000e+00, -9.788283675148e-03, -1.984379878201e-02, -1.081957512181e-02, -2.006675836608e-02, -2.981259415899e-02, -1.083565794929e-02, -1.990446880709e-02, -9.969798987808e-03, -2.016177515457e-02
BL1, 1, 0, 73, BL1, 203.4730, 159.2000000, 0.000000000000e+00, 0.000000000000e+00, -1.091958313178e-02, -1.990687318709e-02, -1.055768264192e-02, -1.992424670002e-02, -2.946725677341e-02, -9.957959316319e-03, -2.004973971186e-02, -9.889689318790e-03, -2.017371493267e-02
BL1, 1, 0, 74, BL1, 203.4730, 159.3000000, 0.000000000000e+00, 0.000000000000e+00, -9.868004303188e-03, -2.000321169396e-02, -9.694251449975e-03, -2.012435981763e-02, -3.063013565788e-02, -9.873701203234e-03, -2.015462423689e-02, -9.867032979963e-03, -1.918273451192e-02
BL1, 1, 0, 75, BL1, 203.4730, 159.4000000, 0.000000000000e+00, 0.000000000000e+00, -1.087719952456e-02, -2.017555650488e-02, -9.525233757665e-03, -1.998694106249e-02, -3.014112538936e-02, -9.989203370168e-03, -1.966343013128e-02, -1.011064554896e-02, -1.998401520757e-02
BL1, 1, 0, 76, BL1, 203.4730, 159.5000000, 0.000000000000e+00, 0.000000000000e+00, -1.036198299724e-02, -2.005268797662e-02, -1.132272158134e-02, -2.045669918408e-02, -2.945752150732e-02, -9.896399328130e-03, -2.037983839310e-02, -9.561007710765e-03, -2.011753514264e-02
BL1, 1, 0, 77, BL1, 203.4730, 159.6000000, 0.000000000000e+00, 0.000000000000e+00, -1.079270297704e-02, -2.025106035367e-02, -1.101183588524e-02, -2.067173928841e-02, -2.986112515285e-02, -9.312403704739e-03, -1.940485125549e-02, -9.885934370830e-03, -2.028923728259e-02
BL1, 1, 0, 78, BL1, 203.4730, 159.7000000, 0.000000000000e+00, 0.000000000000e+00, -9.522833676327e-03, -2.012273874793e-02, -9.958186188287e-03, -1.974627722751e-02, -2.962623830177e-02, -1.095981881241e-02, -1.964713000100e-02, -9.748840613757e-03, -1.936191860593e-02
BL1, 1, 0, 79, BL1, 203.4730, 159.8000000, 0.000000000000e+00, 0.000000000000e+00, -1.002695070746e-02, -2.015017521136e-02, -1.036036828403e-02, -1.999579877186e-02, -2.942378775360e-02, -1.069034602277e-02, -1.977164256245e-02, -9.868846027445e-03, -1.962234230769e-02
BL1, 1, 0, 80, BL1, 203.4730, 159.9000000, 0.000000000000e+00, 0.000000000000e+00, -9.847725485126e-03, -1.969647967870e-02, -1.010550638239e-02, -2.018719863844e-02, -2.989676492002e-02, -1.090435870339e-02, -1.990026834886e-02, -1.054740478698e-02, -1.960979345412e-02
BL1, 1, 0, 81, BL1, 203.4730, 160.0000000, 0.000000000000e+00, 0.000000000000e+00, -9.575004558685e-03, -1.909981719936e-02, -9.499374596911e-03, -2.023453395195e-02, -2.993958517328e-02, -9.670748437914e-03, -1.962191453244e-02, -9.936761697102e-03, -1.922289030826e-02
BL1, 1, 0, 82, BL1, 203.4730, 160.1000000, 0.000000000000e+00, 0.000000000000e+00, -9.890652786680e-03, -1.970362115912e-02, -1.025201471201e-02, -1.948836229408e-02, -2.994685570728e-02, -1.003989414327e-02, -2.036056240202e-02, -1.045078716722e-02, -2.004485369086e-02
BL1, 1, 0, 83, BL1, 203.4730, 160.2000000, 0.000000000000e+00, 0.000000000000e+00, -1.005134039105e-02, -2.016273601509e-02, -1.039145470345e-02, -1.973894244599e-02, -2.983228047010e-02, -1.008669844101e-02, -1.979212039416e-02, -1.000099397410e-02, -1.925918632671e-02
BL1, 1, 0, 84, BL1, 203.4730, 160.3000000, 0.000000000000e+00, 0.000000000000e+00, -1.012625637781e-02, -2.000001084005e-02, -9.112413264858e-03, -1.956257356677e-02, -3.034369227868e-02, -9.852908083572e-03, -2.034107673766e-02, -1.033906121595e-02, -2.005163791232e-02
